Vote,Avg_environmental_importance,Avg_size_per_room,Avg_Residancy_Altitude,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Weighted_education_rank,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Overall_happiness_score
8.0,0.7102089816466409,0.42519186016578664,0.7089474539256893,0.4599854735782595,-0.40859191122041016,0.654368032341608,1.0,0.5945506769906355,0.716573116916575,-0.4285714285714286,6.0,0.003983051484488037,-0.8314698523634273,0.9119722078457275
5.0,-0.5458258169274355,-0.804587484311241,0.9431041136044065,-0.6240044504840913,-0.8288239728260482,-0.4412232699419726,2.0,1.273573256510438,1.187836233388285,-0.4285714285714286,6.0,-0.7857001993530899,-0.09305460368636273,-0.3773866811265211
8.0,0.647449104259795,0.7441663035747041,0.08887544279373889,0.7040051804618318,-0.5953617163784715,0.6293341585936735,1.0,-0.2655457558349265,-0.02948490045550775,-0.7142857142857144,3.0,-0.39085857393430096,-0.7089183655327498,0.4785321369174758
1.0,-1.7770285347466683,-1.6695146870136561,-1.582830254149109,-1.6259178478279708,0.2098511522168794,-1.7883707112281448,2.0,-1.1844212487608001,-1.4815403530248303,0.714285714285714,1.0,1.583349553159644,1.7279819280362363,-1.5533948074938322
8.0,0.5932964819447685,0.13356043988420732,0.5565584837436113,0.2257397273834834,-0.2626393482492097,0.47442792592947997,1.0,0.43826588852151704,0.5964409464410987,-0.4285714285714286,6.0,0.003983051484488037,-0.607288125590255,1.0532540242165351
8.0,0.7655318686826,0.6893561064147743,0.8915340048579227,0.6629042456523495,-0.2703698865421759,0.7931777275655114,2.0,0.8112038753607806,0.8750771943780017,-0.4285714285714286,6.0,-0.7857001993530899,-1.0992637481055827,0.6616294256207808
8.0,0.9230899657997832,0.8125522439258048,0.959032907875259,0.7548307088152201,-0.9905468339148995,0.9343818433960204,2.0,0.888061896201449,0.9293097790405563,-0.7142857142857144,3.0,-0.39085857393430096,-0.905881768694294,0.03164561606913094
6.0,1.296912284321668,1.6109241791331734,2.1074692390465364,1.315106756336158,-0.9064385772874283,1.559287277856473,2.0,0.19122396635278294,2.0737466719877595,0.1428571428571428,7.0,0.003983051484488037,-0.14582763837821824,0.4394715531844781
2.0,0.8498690516503811,0.6225364829847185,-0.20622101557658395,0.6123458702124146,-1.3065712393313547,0.6729736254619564,1.0,-0.5440975540339652,-0.3378225387458476,-0.14285714285714302,2.0,0.398824676903277,-0.18792189808975818,0.03164561606913094
9.0,0.04534119977730653,-0.07203499084837574,0.23400714374847004,0.053274572960717595,-0.6714302131812582,0.0394000450585825,2.0,0.050120766011444086,0.2718288326167946,1.0,2.0,1.188507927740855,-0.6904741197491209,0.14593919298428498
12.0,0.40588214848887594,0.8501192249686188,1.161719266278133,0.7825407924664697,-0.5044505860531899,0.6639453965261308,2.0,1.2135591682782367,1.1489455996831273,0.1428571428571428,7.0,-0.39085857393430096,-0.5993641226341707,-0.406522612080488
9.0,0.056533176854898566,0.0053870069262783645,0.3566472977696912,0.11898568257422387,-0.09194906274051792,0.08653973513665365,2.0,0.19197686286913793,0.39538055056772625,0.714285714285714,1.0,0.398824676903277,-0.753851145312859,0.0480616711950417
2.0,0.8027183572884445,0.6198020599383743,-0.18674399008673723,0.6102661267923679,-0.3000551535871656,0.6465750453297914,2.0,-0.5255536019102004,-0.3156328106658014,0.1428571428571428,7.0,0.793666302322066,-0.26566519081636847,1.0407763285435951
1.0,-1.239709018504546,-1.002286451831245,-1.7891822683670615,-0.8284576228093251,1.5110553576889363,-1.291112190668851,2.0,-1.2559521804351372,-1.8256801764899542,0.4285714285714284,4.0,1.188507927740855,1.4862785218967456,-1.1632111746430471
11.0,0.6289940574021835,0.6010961625504122,0.809482196336282,0.596015812721041,-1.2206076535135713,0.05310369745382445,2.0,0.7052474767969108,0.7986449678107667,0.714285714285714,1.0,-0.39085857393430096,-1.2697309987186514,0.48353153094768725
9.0,0.26514558408801664,0.04102886965368432,0.1103347246197252,0.25339779055112466,-0.08452774597927044,0.22715994736273706,1.0,-0.14239245142306578,0.09301557462357107,-0.14285714285714302,2.0,-1.1805418247718789,-0.720214676777317,0.3563767824059667
1.0,-1.8051856661802583,-1.2543408730638073,-2.0353340012975183,-1.1072380272903437,1.4745672169461368,-1.7403620196568876,2.0,-1.2725421904195482,-2.057146900959329,1.0,2.0,0.398824676903277,2.2086852010873748,-2.064759436789654
9.0,0.044998564173922284,0.08429026557045968,0.2243102367931088,0.1849944835709676,-0.8572723537441638,0.21141359884905883,2.0,0.008468204125989604,0.23430546637065375,0.2857142857142856,2.0,0.398824676903277,-0.7758523442491438,0.41879965728812035
1.0,0.17577600553698516,0.3865976570273104,-0.95431201752748,0.4296319852710914,1.8283166492322664,0.094898303704164,1.0,-1.0543349881553419,-1.1318508622397518,0.1428571428571428,7.0,0.003983051484488037,0.23290264765922444,0.07616527477894569
7.0,-2.396521051344196,-2.467976390058768,-1.8539252427683706,-3.101395969290765,1.0382556356911286,-2.44027796573427,1.0,-1.2259066472684421,-1.6474712374736364,0.714285714285714,1.0,0.003983051484488037,2.3112224596665127,-1.8684742629510125
9.0,0.5731261675621823,0.3213962382702523,0.5034800365927916,0.37791851848288505,0.12759822477971985,0.5124602259711323,1.0,0.32406929286909225,0.505150908929321,0.4285714285714284,4.0,-0.39085857393430096,-0.8681271355578362,0.7762114890780255
9.0,0.514112656750325,0.4808146505999012,0.5891430585311591,0.5034040176973005,-0.782131521536533,0.5375506485044975,2.0,0.4091384663719502,0.5734531159427538,1.0,2.0,1.188507927740855,-1.1677821939888273,0.42180955267732523
3.0,0.2764649214160565,0.13165667826505012,0.3122558477159148,0.22417196664079034,-1.1123801174120456,0.2507084170591521,1.0,0.10948064221320027,0.32429774112419957,-1.0,5.0,-0.7857001993530899,-0.8556035682368425,0.389115025937047
11.0,-0.2522443125827709,-0.7804366112233544,-0.46199021258944895,-0.5997735914214408,-0.9333408505469503,-0.45043846627779066,2.0,-0.5814386494864469,-0.38337867879703186,0.1428571428571428,7.0,-1.1805418247718789,0.029141082843416734,0.5207458788640152
9.0,0.21541008343710993,-0.005117544817831159,0.27870923494296873,0.11012564206829263,-1.620431094025779,0.1677830004739909,2.0,0.09346216348754793,0.31025167543353216,0.4285714285714284,4.0,0.398824676903277,-0.7720457888368137,0.43412435133719873
1.0,-2.511783897418906,-2.4417945998213355,-2.1434237158314504,-3.0284244703556187,1.5234242189576825,-2.5409239038735096,1.0,-1.2695463713797526,-1.9748194159704247,0.714285714285714,1.0,1.583349553159644,2.5906898601212998,-2.1063675488070297
9.0,0.08409123649696254,-0.18613633035228566,0.03280686113225923,-0.045356544339522936,-1.6600114500857654,0.00020228834158598263,2.0,-0.16921567033019816,0.06692647272613039,0.4285714285714284,4.0,0.003983051484488037,-0.5427670769251999,0.4184580326816054
1.0,-0.9221583884222546,0.15281070600108956,-1.625654469220681,0.2415629857819081,0.03190431724030478,-0.7257727102162952,2.0,-1.2577918645833002,-1.8406498922190435,1.0,2.0,0.398824676903277,1.7644282045366206,-1.9663538903126907
6.0,1.363238543712236,1.7666316591665094,2.1619695900662017,1.4181418483152994,-0.5681502215872309,1.6540206823567898,1.0,2.9021646889898056,2.107927460984156,0.1428571428571428,7.0,-1.1805418247718789,-0.0632165138992606,0.37795794970267377
8.0,0.8199108537146964,0.6879324909459267,1.5004755786144972,0.6618322990891259,0.07503056438755026,0.9086672970817138,2.0,1.8745150593405229,1.554467318091205,-0.7142857142857144,3.0,-1.1805418247718789,-0.7014646126067672,0.6695947220455687
7.0,-1.665281422488535,-1.955431111923002,-0.3240266848518496,-2.0475081568179565,2.0354950754837584,-1.636464440367209,2.0,-0.26483687843327575,-0.028758977283221725,-0.14285714285714302,2.0,-0.39085857393430096,1.08119046981238,-1.1741986770444561
8.0,0.8224699316799817,0.3662501852093175,0.8869672433555705,0.4135528004997564,-0.7199779936610854,0.7279480979400456,1.0,0.88217059991016,0.9251872474951076,-0.4285714285714286,6.0,-1.1805418247718789,-0.5409987033524405,1.206562338778954
2.0,0.8341680254018281,0.6563485825350664,-0.17415405337735299,0.6379923014384815,0.23984564079358806,0.678291350426505,2.0,-0.5189820049884836,-0.3078354199269617,0.2857142857142856,2.0,-0.39085857393430096,-0.2591674563949144,1.0621300629876378
6.0,-0.03426941577037811,0.04102886965368432,-0.12920759812798033,0.24841790004102918,-1.593528820766257,0.013243815558035834,2.0,-0.4008886869717868,-0.17310484399900303,0.4285714285714284,4.0,-1.5753834501906678,-0.3369562584455609,-0.2640871950951456
9.0,0.22811086230263303,0.3540653540152055,0.5027467043106747,0.4038984543264023,-1.5616790029992367,0.3157728739980762,2.0,0.31621197404537277,0.49875144307145347,0.714285714285714,1.0,1.188507927740855,-0.8953126606574865,-0.042386088686035495
1.0,-1.7696327716091482,-1.403038807634071,-1.2163785286980568,-1.2832111827175143,0.07379367826067583,-1.652377623624301,2.0,-1.0481608688660726,-1.1183680976753665,0.714285714285714,1.0,0.003983051484488037,1.7165390947451984,-1.9497159153482813
3.0,0.6075966951288673,0.9226498934104171,0.21150770346983291,0.8356293224126079,0.42847077514196147,0.6767814217516915,2.0,-0.15911099035163415,0.0767914306370857,-0.7142857142857144,3.0,-0.7857001993530899,-0.7491124078957686,0.1356658212614283
2.0,0.8372793922779039,0.7742794671688908,-0.16805226523917774,0.7264473222278637,-1.6658866591884198,0.717012033401487,1.0,0.19122396635278294,-0.32117888939709477,0.1428571428571428,7.0,0.793666302322066,-0.3266773782128023,0.9161751244107845
8.0,0.6569693175500347,0.585158192968002,0.3083040840405902,0.5838422673214541,0.031121106883502878,0.6165051295476905,1.0,0.017406739431472234,0.24240869718542138,-0.7142857142857144,3.0,-1.5753834501906678,-0.8544260598645762,0.6627279178895111
1.0,-1.4421530607929092,-0.9543674420101936,-1.9503511546477517,-0.7778546443807939,0.4915519676125649,-1.419746190947372,1.0,-1.271357754465169,-2.0136174048487447,1.0,2.0,0.793666302322066,1.8521966917136063,-1.6498487868609544
9.0,0.5206209020255207,0.3298775406314107,0.1992642811443062,0.3846766611022606,-0.9253010907222655,0.44196664569141303,1.0,-0.06733943757375378,0.16441284629044503,0.4285714285714284,4.0,0.003983051484488037,-0.7345111123834991,0.705189601934651
1.0,-0.02821671195383129,0.3743886020902484,-1.7774160395589058,0.4199903997421979,0.8644731348652503,-0.14365125012807742,2.0,-1.2723627088726575,-2.0477652105442345,0.4285714285714284,4.0,1.188507927740855,1.032808596512048,-0.21016219690988366
6.0,0.3033617385568452,0.008047297373884781,-0.12966963490127298,0.1212267713275294,0.13749331379471677,0.16855330012850447,2.0,-0.3774364081327604,-0.1474587354423659,1.0,2.0,0.003983051484488037,-0.43252904043024315,0.6931573237209012
5.0,0.11088559512109601,0.25168340986790205,-0.550106292960776,0.3220063255309423,0.42939843973711717,0.07017491577798861,2.0,-0.7857312255586832,-0.6579935823419398,-0.4285714285714286,6.0,-1.5753834501906678,-0.1203395708118076,0.02655290240610736
1.0,-1.9126149239428085,-1.669247308346847,-1.7651009362101755,-1.625553098095547,0.5790616610889412,-1.8944203530652606,2.0,-1.2334580322847701,-1.6848708382448303,1.0,2.0,0.398824676903277,1.9910385486096573,-1.8241604640487334
9.0,0.1512130814142886,-0.21028189980927606,0.5926505008258166,-0.06651322327842453,-0.6015461470128444,0.10965894907859776,2.0,0.5665630637678036,0.6954402185874906,1.0,2.0,0.398824676903277,-0.7563957109000193,0.49373180648870224
2.0,0.8424113816270773,0.69149968673749,-0.3240524126133605,0.6645178790654827,-0.22244054912578592,0.6734420546799181,1.0,-0.6581655593384979,-0.48102131067500986,1.0,2.0,1.583349553159644,-0.13982755316902995,1.0640673082125651
2.0,0.8217718486423332,0.5781480401209581,-0.18895703297194263,0.5784785157457513,-0.5121811243461561,0.6449562830684529,2.0,-0.5216393439754806,-0.3109843206247778,0.4285714285714284,4.0,-0.39085857393430096,-0.20958182783321666,1.1377062557749307
1.0,-1.3602208373809745,-1.091312964939184,-1.934201598526218,-0.924401113141654,2.14001195320466,-1.4103117830797112,1.0,-1.269398897025017,-1.972208526767274,1.0,2.0,1.188507927740855,1.6688733369578845,0.03164561606913094
9.0,0.3398488491488441,0.27098734467572344,0.49309949908913764,0.337554222534186,-0.983125517153652,0.3559748124529221,2.0,0.32042661159063723,0.5021860554971679,0.4285714285714284,4.0,0.793666302322066,-1.0285780660603578,0.3179305466424339
1.0,-2.0289226658102146,-1.913362087379496,-1.9442323092148324,-1.9809456947545547,0.44207652253758173,-2.0631453767844006,2.0,-1.2580647667038,-1.8429468807725429,1.0,2.0,0.398824676903277,2.109820003293649,-1.7375712398689331
9.0,0.2594747928953946,-0.008840635603520153,-0.08162187436389241,0.10698126928200807,-1.2586419019149646,0.143696989361137,2.0,-0.3246974860937552,-0.09098617471158214,0.4285714285714284,4.0,-0.39085857393430096,-0.48982150125558405,0.6069223871790212
2.0,0.8455686762606246,0.6729642439928027,-0.3203227788374409,0.6505479526881995,-0.8956158236772757,0.670181247648639,2.0,-0.6525650379952198,-0.4736948661415423,1.0,2.0,0.793666302322066,-0.12862084858069991,1.0943204732731628
12.0,1.2003270641645782,1.181623423402756,1.286210914030101,1.0209779795410077,0.48413065085131746,1.257894440688523,2.0,1.3412581200755693,1.2311517988595004,0.1428571428571428,7.0,-0.7857001993530899,-0.6456263196588161,0.9314408714243688
9.0,-0.8397870675544896,-2.3476888699389784,1.2348315455130967,-2.792542803158364,0.7426398513681043,-1.0486304656716006,2.0,2.269990484695373,1.776839220432389,0.714285714285714,1.0,0.003983051484488037,0.9550033848655543,0.8913413087006875
2.0,0.9320461748149186,0.7807932427282178,-0.40810038203353566,0.7312889792614687,-0.6173164451304953,0.7428763088144207,2.0,-0.7384837917049426,-0.5900152227007379,1.0,2.0,0.398824676903277,-0.0066930543179118,1.166966562448922
11.0,0.3506687483980044,0.31216448564971205,0.7753243427471017,0.3705516169874079,-0.14420750160096876,0.41366846253728656,1.0,0.7206952326232923,0.8099136088974119,0.714285714285714,1.0,-0.7857001993530899,-1.1228947706952181,0.23539347240251368
5.0,0.2645573593682905,0.5941262618971944,0.3800274289876451,0.5906957705696924,-0.8841746270036858,0.3941207505624455,2.0,0.10556165665855097,0.3208688667927109,-0.4285714285714286,6.0,-0.7857001993530899,-0.7000757964822717,-0.245897209477959
1.0,-2.1844102522645423,-1.9198361154344592,-1.8287539045432812,-1.9910714667302647,1.1186532339379762,-2.142406140228107,1.0,-1.2387102907649516,-1.7130487847241547,0.1428571428571428,7.0,-0.39085857393430096,2.2656469081154866,-2.101318819861813
2.0,1.0321075799082668,0.7901742807351065,-0.2165650081291126,0.7382539113384281,-1.2134955582840425,0.8318721358724436,1.0,-0.57708131880388,-0.3780003640028564,0.4285714285714284,4.0,-0.39085857393430096,-0.03313698553143595,1.343571395085863
8.0,0.6793699167585807,0.24519705374249748,0.5924746918680175,0.3167706499769744,0.8975598387591451,0.5649783715091328,2.0,0.46507216734223483,0.6174246121878624,-0.4285714285714286,6.0,-1.5753834501906678,-0.6081632599507787,1.0964689981208213
3.0,0.1000955852394723,-0.04101477259782068,0.8382829613557778,0.07971724970923448,-0.5761899814119156,0.16438571851916495,1.0,0.9040538752571465,0.9404721851592156,-0.7142857142857144,3.0,-0.7857001993530899,-0.8321271542805682,0.11388068559071625
9.0,0.06666332349464003,0.004580789494737648,0.431535209132076,0.11830629109196655,-0.7397681716910788,0.10261104347921733,1.0,0.29213196866015984,0.4790400880393436,0.1428571428571428,7.0,-0.39085857393430096,-0.7902758403644686,0.057603476316859414
1.0,-1.7914918824473567,-1.574737032093155,-1.9640633242462775,-1.4994541852647676,1.8007959329093068,-1.8202724507930572,1.0,-1.2660095889595222,-1.9229190240679248,0.1428571428571428,7.0,-0.7857001993530899,1.9751262888932861,-1.635146467096576
8.0,1.0086087566020276,0.6654881742655526,1.4245120293697158,0.644902479910591,-0.7570845774673228,1.0043881113434396,2.0,1.7364660252530006,1.4735805337153958,-0.4285714285714286,6.0,-0.7857001993530899,-0.45591829130334405,1.1377806435431868
9.0,0.9933470837317192,0.9196176704758167,0.6495330663027528,0.8334205934500788,-1.2107125644985748,0.9667774880997781,2.0,0.39954101962986804,0.5658351217390124,0.4285714285714284,4.0,0.793666302322066,-0.7949169113258788,0.9243128105640886
3.0,0.8276743979935268,1.1360999643411374,0.918104605165892,0.9888546573203434,-0.8214026560648009,0.9704808759079971,2.0,0.7461455771198258,0.8283840205398509,-1.0,5.0,-1.1805418247718789,-1.0529356725242776,0.22142546141449157
9.0,-0.048228411067265345,-0.40443295108055183,-0.09334354880175712,-0.24049917617214592,-1.5032361335044127,-0.1629696999549079,1.0,-0.2723555334452006,-0.036471478626075735,1.0,2.0,1.583349553159644,-0.3704601305598298,0.4256528429649332
9.0,0.434372673080626,0.5566157398632321,0.07257189911618343,0.5619673496507587,-1.6467149242218637,0.4422419197899189,2.0,-0.2519679254776088,-0.01562468680023144,0.714285714285714,1.0,0.398824676903277,-0.7190183195644527,0.24337885017964986
1.0,-1.618569620142137,-1.3083553769525107,-1.375063231056856,-1.170066405198525,0.9340479795019458,-1.5547370342608913,2.0,-1.1284016054794856,-1.31152453713099,0.4285714285714284,4.0,1.188507927740855,1.6052822421783217,-1.701215964270782
5.0,-0.41390549656363607,-0.5601169329887196,0.8611563908415517,-0.3853972240609371,0.7015133876495248,-0.29878501546412006,2.0,1.0710515097511404,1.054672393818249,-1.0,5.0,-1.5753834501906678,-0.25287206338516666,-0.37943165819681446
9.0,0.044998564173922284,-0.17441003216805306,0.08895177428216182,-0.03511841805784103,-1.6167204356451554,0.014204091341138165,2.0,-0.10640049881355508,0.12754091187990602,0.1428571428571428,7.0,-0.7857001993530899,-0.5845246126533257,0.4029209863112098
5.0,0.0495052497305623,0.14900248957483977,0.8987148168456587,0.23843696525510089,-0.9954943784223979,0.20041151140095537,2.0,0.9544839048927879,0.9754064282907482,-0.4285714285714286,6.0,-1.5753834501906678,-0.6879598100306031,-0.2561262260283588
2.0,0.8387801880401157,0.6582183847015644,-0.3491824440572677,0.639406768044099,-0.9890007262563063,0.657661669709739,2.0,-0.6750868639691958,-0.5033624218241086,-0.14285714285714302,2.0,-0.7857001993530899,-0.10307691596130646,1.103529511580985
9.0,0.3723795102749603,0.29960615993107304,0.5900156263577463,0.36051198961956116,-0.005057812327578558,0.3974614145985017,2.0,0.4496677322699881,0.6053861303264453,0.714285714285714,1.0,0.398824676903277,-1.0961424315613821,0.3358189572081136
1.0,-0.4512907806966681,-0.22450536902339976,-0.129425720031711,-0.07902401167647483,0.6174051310220531,-0.35426939087837633,2.0,-0.34023297178659817,-0.10745459228966395,0.1428571428571428,7.0,0.003983051484488037,0.02131184637340604,-0.7064110380075704
1.0,-1.1189161059492898,-0.9094689898382589,-1.6708242699642728,-0.7310670712920386,0.254688274316083,-1.1742364005877706,1.0,-1.2380757759923806,-1.7095346538094405,0.4285714285714284,4.0,-0.39085857393430096,1.3219460567146435,-1.0333569116752854
2.0,0.8325987091567552,0.7377160797015708,-0.42076704404473275,0.6991853519261462,0.3270461127382459,0.6684433789294946,1.0,-0.7432852342376565,-0.5967824102465514,-0.14285714285714302,2.0,-1.1805418247718789,-0.08769299367620474,1.0009588119267274
1.0,-1.7516924900808821,0.04102886965368432,-1.309606814537111,-1.1676288690819407,1.4448819499011467,-1.6248441643209715,2.0,-1.100293466792703,-1.2388763672716683,-0.14285714285714302,2.0,0.398824676903277,1.783802857235819,-2.0160702827269703
9.0,0.23145147332756,0.12457922808471804,0.7355410242664491,0.21833901633483657,-1.3900610528953885,0.2795460327979012,2.0,0.7038084056196924,0.7975929740577444,0.4285714285714284,4.0,0.398824676903277,-0.9919566922806463,0.21606136468800166
9.0,0.23644018782729437,0.08081807773909012,0.7057665471008843,0.18210953391154028,-0.7675981095457568,0.26508955640068427,1.0,0.668773454012985,0.7718624591854749,0.714285714285714,1.0,0.003983051484488037,-0.9781632549119303,0.28930440741542796
6.0,-0.09930188726988039,-0.13795890060909882,-0.37115656521801194,-0.003443975098916827,-0.08823840435989404,-0.15018639204231948,2.0,-0.5882671576545161,-0.39184140854492516,0.714285714285714,1.0,-1.1805418247718789,-0.2169273407161589,0.020738642356805993
7.0,-1.4620590613153477,-1.4176638069736993,-1.042541952403148,-1.3010508303753041,1.8317180860811713,-1.448896837871704,2.0,-0.9484844362479079,-0.9219910625105818,0.4285714285714284,4.0,1.188507927740855,1.1946140103844605,-1.2716868309873828
8.0,0.635376243548778,0.39358929243287555,1.0071996259312272,0.43514475692021015,-0.9314855213566384,0.6407434928265833,2.0,1.0709591301284638,1.0546103661855275,-0.4285714285714286,6.0,-1.5753834501906678,-0.9377293952579964,0.7272339091930343
9.0,0.4777125422202207,0.14511552875564782,0.5186885078782649,0.23524415308067748,-0.28799551385013855,0.40357105281309513,2.0,0.3824699456421927,0.5522307017277109,1.0,2.0,1.978191178578433,-0.8073182288169963,0.7854136237724673
9.0,0.01609060536867551,0.05403528423735077,0.07373377385113189,0.15979566648379737,-0.5542352526598919,0.038453821055027246,2.0,-0.1644977526293292,0.07153805877571613,0.1428571428571428,7.0,0.398824676903277,-0.5621907333396727,0.03164561606913094
9.0,-0.19891289261854278,-0.2063449470328187,0.21760497543263768,-0.06305664096946481,-0.6568968011904819,-0.15010965917881855,1.0,0.055333291678529274,0.27648278198524506,0.714285714285714,1.0,0.793666302322066,-0.45779146439135454,-0.22790974006474277
9.0,0.38047778439077107,0.39524131062423035,0.4839267339514554,0.43644643155573754,0.2447931853010861,0.4169980863791416,2.0,0.2820312023577592,0.4707267068823151,0.714285714285714,1.0,0.398824676903277,-1.0573850105283056,0.25121211129275706
9.0,0.2218189215107495,-0.10023401594863672,0.30688749742875476,0.029101161872647937,0.1810935497670457,0.14642406530848848,1.0,0.1482144670081765,0.3579294778446703,-0.14285714285714302,2.0,0.003983051484488037,-0.7146432835428993,0.5655993462488274
9.0,0.2651633529173297,0.5104079083782234,0.23088249583156034,0.5263496373238811,-0.008768470708202436,0.3484928089086318,2.0,-0.06261436003640773,0.16883235913006084,0.714285714285714,1.0,1.583349553159644,-0.7088482309941605,-0.10829479965710685
6.0,0.27830154489167813,0.0960906402768225,-0.15440147805557955,0.1947856977999422,0.32673689120652716,0.17705669961191223,2.0,-0.4162444651035713,-0.19008431903496967,0.2857142857142856,7.0,-1.9702250756094568,-0.473927104005406,0.5281409764506579
2.0,0.8390045398127947,0.04102886965368432,-0.3056121218318946,0.6620219421430594,-1.4488131439219312,0.6729141970730074,2.0,-0.6419421400069483,-0.45988858895594686,1.0,2.0,0.398824676903277,-0.15827370389123502,1.0571439193296008
12.0,-0.3701206130244316,-0.4643247603643228,-0.49840210912596794,-0.2956426713666104,0.7908784103162131,-0.42944001633552503,2.0,-0.6558566995622372,-0.4779968981103367,-0.14285714285714302,2.0,0.003983051484488037,0.013096018946756032,-0.14454165794017843
9.0,0.3748644809227917,0.4262101904033314,0.39018237869298017,0.46078382307978005,-0.8232579852551128,0.410262861727853,1.0,0.15164207972360316,0.360883398193046,0.714285714285714,1.0,0.793666302322066,-0.983459724150399,0.21661563560738512
